eps_act_pct,d_act_mm,dL_pct,dR_pct
7.7767,20.81,4.165517502993787,4.326021284577567
26.25,6.09,11.406426483979114,16.548426292478343
19.5683,19.29,11.502701027869122,11.552510513949493
30.0,24.34,20.263550733234204,19.390114843413162
2.375,13.22,-0.3673255879786397,1.2893162477540625
3.75,29.96,2.090442105913848,2.1440050170501315
6.25,1.88,-14.237436730886566,3.8059028730451145
17.765,31.44,10.933539488019095,10.818014887357592
27.5,7.09,13.870770613498639,17.610629874965703
28.75,34.27,19.51670723870278,18.01042605730412
15.0,2.84,-2.73069192991251,9.113001215066829
20.5417,28.41,13.344331228309802,12.847750113530909
17.3067,23.85,10.84559787034156,10.498153888680474
1.7133,20.81,0.5206014045952223,1.1116156929334413
16.6517,19.29,10.268324543727525,10.186190692439828
27.5,34.43,18.523511435468553,17.406812213381414
20.9167,26.89,13.139714143770153,12.634509447746165
26.5833,31.44,17.433162903228094,16.532074950145123
21.25,36.0,13.933888922902593,13.385332967506761
2.5,18.54,0.6205945087639719,1.3522517932034648
13.135,19.29,8.101539944658409,8.377593934487729
2.5,34.04,1.3772261712352574,1.446321483165445
5.4117,17.77,2.5998011499977824,3.1887377337255907
23.75,12.05,13.75128417718241,15.153059224708972
10.485,25.37,6.24275520520452,6.32021639978676
30.0,22.19,20.128703330004893,19.127503625602635
18.75,7.55,7.776269343005349,11.609767569474386
27.745,36.0,18.358221312129874,17.479811242521766
13.75,13.4,7.031128707992362,8.329087132050327
24.6617,26.89,16.087988903124504,15.359251288329023
3.3017,8.66,-2.4770352809633245,1.3643453709005469
1.7033,34.48,0.9931541890860984,0.9062728295851679
10.495,22.33,5.959137347276022,5.937172981617865
7.5,13.7,3.021201367422033,4.31544702700584
13.3017,25.37,8.018767349522694,8.065630738247084
9.1567,26.89,5.686351195867112,5.889786166999032
19.2967,14.74,10.452969414377765,11.291883033545917
15.1467,17.77,8.538437375776663,8.808024167275455
23.12,22.33,14.704092642788202,14.620806760518887
21.7083,34.48,14.007012100469417,13.491421012103382
11.2133,25.37,6.930742550956515,6.5768949789721
17.0267,34.48,10.823125698937286,10.367840148478685
21.3017,28.41,13.244849418133686,12.630560546527928
8.75,7.87,1.402803077870951,5.1228785325128365
18.75,2.53,-1.9578320298333507,11.480421745776663
21.25,29.41,13.76102153813148,12.797397405244384
26.9583,23.85,17.129186279078535,16.413607913598042
21.25,10.96,11.760501393043077,13.205032728412966
20.0567,25.37,12.101374457732161,11.746006673643059
